date,year,quarter,month,month_name,week,day,day_name,day_of_week,is_weekend,season,is_peak_season,demand_multiplier,promotion,holiday
2022-02-05,2022,Q1,2,February,5,5,Saturday,5,True,Winter,False,0.9,None,False
2022-02-06,2022,Q1,2,February,5,6,Sunday,6,True,Winter,False,0.9,None,False
2022-02-07,2022,Q1,2,February,6,7,Monday,0,False,Winter,False,0.9,None,False
2022-02-08,2022,Q1,2,February,6,8,Tuesday,1,False,Winter,False,0.9,None,False
2022-02-09,2022,Q1,2,February,6,9,Wednesday,2,False,Winter,False,0.9,None,False
2022-02-10,2022,Q1,2,February,6,10,Thursday,3,False,Winter,False,0.9,None,False
2022-02-11,2022,Q1,2,February,6,11,Friday,4,False,Winter,False,0.9,None,False
2022-02-12,2022,Q1,2,February,6,12,Saturday,5,True,Winter,False,0.9,None,False
2022-02-13,2022,Q1,2,February,6,13,Sunday,6,True,Winter,False,0.9,None,False
2022-02-14,2022,Q1,2,February,7,14,Monday,0,False,Winter,False,0.9,None,False
2022-02-15,2022,Q1,2,February,7,15,Tuesday,1,False,Winter,False,0.9,None,False
2022-02-16,2022,Q1,2,February,7,16,Wednesday,2,False,Winter,False,0.9,None,False
2022-02-17,2022,Q1,2,February,7,17,Thursday,3,False,Winter,False,0.9,None,False
2022-02-18,2022,Q1,2,February,7,18,Friday,4,False,Winter,False,0.9,None,False
2022-02-19,2022,Q1,2,February,7,19,Saturday,5,True,Winter,False,0.9,None,False
2022-02-20,2022,Q1,2,February,7,20,Sunday,6,True,Winter,False,0.9,None,False
2022-02-21,2022,Q1,2,February,8,21,Monday,0,False,Winter,False,0.9,None,False
2022-02-22,2022,Q1,2,February,8,22,Tuesday,1,False,Winter,False,0.9,None,False
2022-02-23,2022,Q1,2,February,8,23,Wednesday,2,False,Winter,False,0.9,None,False
2022-02-24,2022,Q1,2,February,8,24,Thursday,3,False,Winter,False,0.9,None,False
2022-02-25,2022,Q1,2,February,8,25,Friday,4,False,Winter,False,0.9,None,False
2022-02-26,2022,Q1,2,February,8,26,Saturday,5,True,Winter,False,0.9,None,False
2022-02-27,2022,Q1,2,February,8,27,Sunday,6,True,Winter,False,0.9,None,False
2022-02-28,2022,Q1,2,February,9,28,Monday,0,False,Winter,False,0.9,None,False
2022-03-01,2022,Q1,3,March,9,1,Tuesday,1,False,Spring,True,1.2,Spring Sale,True
2022-03-02,2022,Q1,3,March,9,2,Wednesday,2,False,Spring,True,1.2,Spring Sale,True
2022-03-03,2022,Q1,3,March,9,3,Thursday,3,False,Spring,True,1.2,Spring Sale,True
2022-03-04,2022,Q1,3,March,9,4,Friday,4,False,Spring,True,1.2,Spring Sale,True
2022-03-05,2022,Q1,3,March,9,5,Saturday,5,True,Spring,True,1.2,Spring Sale,True
2022-03-06,2022,Q1,3,March,9,6,Sunday,6,True,Spring,True,1.2,Spring Sale,True
2022-03-07,2022,Q1,3,March,10,7,Monday,0,False,Spring,True,1.2,Spring Sale,True
2022-03-08,2022,Q1,3,March,10,8,Tuesday,1,False,Spring,True,1.2,Spring Sale,True
2022-03-09,2022,Q1,3,March,10,9,Wednesday,2,False,Spring,True,1.2,Spring Sale,True
2022-03-10,2022,Q1,3,March,10,10,Thursday,3,False,Spring,True,1.2,Spring Sale,True
2022-03-11,2022,Q1,3,March,10,11,Friday,4,False,Spring,True,1.2,Spring Sale,True
2022-03-12,2022,Q1,3,March,10,12,Saturday,5,True,Spring,True,1.2,Spring Sale,True
2022-03-13,2022,Q1,3,March,10,13,Sunday,6,True,Spring,True,1.2,Spring Sale,True
2022-03-14,2022,Q1,3,March,11,14,Monday,0,False,Spring,True,1.2,Spring Sale,True
2022-03-15,2022,Q1,3,March,11,15,Tuesday,1,False,Spring,True,1.2,Spring Sale,True
2022-03-16,2022,Q1,3,March,11,16,Wednesday,2,False,Spring,True,1.2,None,False
2022-03-17,2022,Q1,3,March,11,17,Thursday,3,False,Spring,True,1.2,None,False
2022-03-18,2022,Q1,3,March,11,18,Friday,4,False,Spring,True,1.2,None,False
2022-03-19,2022,Q1,3,March,11,19,Saturday,5,True,Spring,True,1.2,None,False
2022-03-20,2022,Q1,3,March,11,20,Sunday,6,True,Spring,True,1.2,None,False
2022-03-21,2022,Q1,3,March,12,21,Monday,0,False,Spring,True,1.2,None,False
2022-03-22,2022,Q1,3,March,12,22,Tuesday,1,False,Spring,True,1.2,None,False
2022-03-23,2022,Q1,3,March,12,23,Wednesday,2,False,Spring,True,1.2,None,False
2022-03-24,2022,Q1,3,March,12,24,Thursday,3,False,Spring,True,1.2,None,False
2022-03-25,2022,Q1,3,March,12,25,Friday,4,False,Spring,True,1.2,None,False
2022-03-26,2022,Q1,3,March,12,26,Saturday,5,True,Spring,True,1.2,None,False
2022-03-27,2022,Q1,3,March,12,27,Sunday,6,True,Spring,True,1.2,None,False
2022-03-28,2022,Q1,3,March,13,28,Monday,0,False,Spring,True,1.2,None,False
2022-03-29,2022,Q1,3,March,13,29,Tuesday,1,False,Spring,True,1.2,None,False
2022-03-30,2022,Q1,3,March,13,30,Wednesday,2,False,Spring,True,1.2,None,False
2022-03-31,2022,Q1,3,March,13,31,Thursday,3,False,Spring,True,1.2,None,False
2022-04-01,2022,Q2,4,April,13,1,Friday,4,False,Spring,True,1.5,None,False
2022-04-02,2022,Q2,4,April,13,2,Saturday,5,True,Spring,True,1.5,None,False
2022-04-03,2022,Q2,4,April,13,3,Sunday,6,True,Spring,True,1.5,None,False
2022-04-04,2022,Q2,4,April,14,4,Monday,0,False,Spring,True,1.5,None,False
2022-04-05,2022,Q2,4,April,14,5,Tuesday,1,False,Spring,True,1.5,None,False
2022-04-06,2022,Q2,4,April,14,6,Wednesday,2,False,Spring,True,1.5,None,False
2022-04-07,2022,Q2,4,April,14,7,Thursday,3,False,Spring,True,1.5,None,False
2022-04-08,2022,Q2,4,April,14,8,Friday,4,False,Spring,True,1.5,None,False
2022-04-09,2022,Q2,4,April,14,9,Saturday,5,True,Spring,True,1.5,None,False
2022-04-10,2022,Q2,4,April,14,10,Sunday,6,True,Spring,True,1.5,None,False
2022-04-11,2022,Q2,4,April,15,11,Monday,0,False,Spring,True,1.5,None,False
2022-04-12,2022,Q2,4,April,15,12,Tuesday,1,False,Spring,True,1.5,None,False
2022-04-13,2022,Q2,4,April,15,13,Wednesday,2,False,Spring,True,1.5,None,False
2022-04-14,2022,Q2,4,April,15,14,Thursday,3,False,Spring,True,1.5,None,False
2022-04-15,2022,Q2,4,April,15,15,Friday,4,False,Spring,True,1.5,None,False
2022-04-16,2022,Q2,4,April,15,16,Saturday,5,True,Spring,True,1.5,None,False
2022-04-17,2022,Q2,4,April,15,17,Sunday,6,True,Spring,True,1.5,None,False
2022-04-18,2022,Q2,4,April,16,18,Monday,0,False,Spring,True,1.5,None,False
2022-04-19,2022,Q2,4,April,16,19,Tuesday,1,False,Spring,True,1.5,None,False
2022-04-20,2022,Q2,4,April,16,20,Wednesday,2,False,Spring,True,1.5,None,False
2022-04-21,2022,Q2,4,April,16,21,Thursday,3,False,Spring,True,1.5,None,False
2022-04-22,2022,Q2,4,April,16,22,Friday,4,False,Spring,True,1.5,None,False
2022-04-23,2022,Q2,4,April,16,23,Saturday,5,True,Spring,True,1.5,None,False
2022-04-24,2022,Q2,4,April,16,24,Sunday,6,True,Spring,True,1.5,None,False
2022-04-25,2022,Q2,4,April,17,25,Monday,0,False,Spring,True,1.5,None,False
2022-04-26,2022,Q2,4,April,17,26,Tuesday,1,False,Spring,True,1.5,None,False
2022-04-27,2022,Q2,4,April,17,27,Wednesday,2,False,Spring,True,1.5,None,False
2022-04-28,2022,Q2,4,April,17,28,Thursday,3,False,Spring,True,1.5,None,False
2022-04-29,2022,Q2,4,April,17,29,Friday,4,False,Spring,True,1.5,None,False
2022-04-30,2022,Q2,4,April,17,30,Saturday,5,True,Spring,True,1.5,None,False
2022-05-01,2022,Q2,5,May,17,1,Sunday,6,True,Spring,True,1.6,None,False
2022-05-02,2022,Q2,5,May,18,2,Monday,0,False,Spring,True,1.6,None,False
2022-05-03,2022,Q2,5,May,18,3,Tuesday,1,False,Spring,True,1.6,None,False
2022-05-04,2022,Q2,5,May,18,4,Wednesday,2,False,Spring,True,1.6,None,False
2022-05-05,2022,Q2,5,May,18,5,Thursday,3,False,Spring,True,1.6,None,False
2022-05-06,2022,Q2,5,May,18,6,Friday,4,False,Spring,True,1.6,None,False
2022-05-07,2022,Q2,5,May,18,7,Saturday,5,True,Spring,True,1.6,None,False
2022-05-08,2022,Q2,5,May,18,8,Sunday,6,True,Spring,True,1.6,None,False
2022-05-09,2022,Q2,5,May,19,9,Monday,0,False,Spring,True,1.6,None,False
2022-05-10,2022,Q2,5,May,19,10,Tuesday,1,False,Spring,True,1.6,None,False
2022-05-11,2022,Q2,5,May,19,11,Wednesday,2,False,Spring,True,1.6,None,False
2022-05-12,2022,Q2,5,May,19,12,Thursday,3,False,Spring,True,1.6,None,False
2022-05-13,2022,Q2,5,May,19,13,Friday,4,False,Spring,True,1.6,None,False
2022-05-14,2022,Q2,5,May,19,14,Saturday,5,True,Spring,True,1.6,None,False
2022-05-15,2022,Q2,5,May,19,15,Sunday,6,True,Spring,True,1.6,None,False
2022-05-16,2022,Q2,5,May,20,16,Monday,0,False,Spring,True,1.6,None,False
2022-05-17,2022,Q2,5,May,20,17,Tuesday,1,False,Spring,True,1.6,None,False
2022-05-18,2022,Q2,5,May,20,18,Wednesday,2,False,Spring,True,1.6,None,False
2022-05-19,2022,Q2,5,May,20,19,Thursday,3,False,Spring,True,1.6,None,False
2022-05-20,2022,Q2,5,May,20,20,Friday,4,False,Spring,True,1.6,None,False
2022-05-21,2022,Q2,5,May,20,21,Saturday,5,True,Spring,True,1.6,None,False
2022-05-22,2022,Q2,5,May,20,22,Sunday,6,True,Spring,True,1.6,None,False
2022-05-23,2022,Q2,5,May,21,23,Monday,0,False,Spring,True,1.6,None,False
2022-05-24,2022,Q2,5,May,21,24,Tuesday,1,False,Spring,True,1.6,None,False
2022-05-25,2022,Q2,5,May,21,25,Wednesday,2,False,Spring,True,1.6,Memorial Day,True
2022-05-26,2022,Q2,5,May,21,26,Thursday,3,False,Spring,True,1.6,Memorial Day,True
2022-05-27,2022,Q2,5,May,21,27,Friday,4,False,Spring,True,1.6,Memorial Day,True
2022-05-28,2022,Q2,5,May,21,28,Saturday,5,True,Spring,True,1.6,Memorial Day,True
2022-05-29,2022,Q2,5,May,21,29,Sunday,6,True,Spring,True,1.6,Memorial Day,True
2022-05-30,2022,Q2,5,May,22,30,Monday,0,False,Spring,True,1.6,Memorial Day,True
2022-05-31,2022,Q2,5,May,22,31,Tuesday,1,False,Spring,True,1.6,Memorial Day,True
2022-06-01,2022,Q2,6,June,22,1,Wednesday,2,False,Summer,True,1.4,None,False
2022-06-02,2022,Q2,6,June,22,2,Thursday,3,False,Summer,True,1.4,None,False
2022-06-03,2022,Q2,6,June,22,3,Friday,4,False,Summer,True,1.4,None,False
2022-06-04,2022,Q2,6,June,22,4,Saturday,5,True,Summer,True,1.4,None,False
2022-06-05,2022,Q2,6,June,22,5,Sunday,6,True,Summer,True,1.4,None,False
2022-06-06,2022,Q2,6,June,23,6,Monday,0,False,Summer,True,1.4,None,False
2022-06-07,2022,Q2,6,June,23,7,Tuesday,1,False,Summer,True,1.4,None,False
2022-06-08,2022,Q2,6,June,23,8,Wednesday,2,False,Summer,True,1.4,None,False
2022-06-09,2022,Q2,6,June,23,9,Thursday,3,False,Summer,True,1.4,None,False
2022-06-10,2022,Q2,6,June,23,10,Friday,4,False,Summer,True,1.4,None,False
2022-06-11,2022,Q2,6,June,23,11,Saturday,5,True,Summer,True,1.4,None,False
2022-06-12,2022,Q2,6,June,23,12,Sunday,6,True,Summer,True,1.4,None,False
2022-06-13,2022,Q2,6,June,24,13,Monday,0,False,Summer,True,1.4,None,False
2022-06-14,2022,Q2,6,June,24,14,Tuesday,1,False,Summer,True,1.4,None,False
2022-06-15,2022,Q2,6,June,24,15,Wednesday,2,False,Summer,True,1.4,None,False
2022-06-16,2022,Q2,6,June,24,16,Thursday,3,False,Summer,True,1.4,None,False
2022-06-17,2022,Q2,6,June,24,17,Friday,4,False,Summer,True,1.4,None,False
2022-06-18,2022,Q2,6,June,24,18,Saturday,5,True,Summer,True,1.4,None,False
2022-06-19,2022,Q2,6,June,24,19,Sunday,6,True,Summer,True,1.4,None,False
2022-06-20,2022,Q2,6,June,25,20,Monday,0,False,Summer,True,1.4,None,False
2022-06-21,2022,Q2,6,June,25,21,Tuesday,1,False,Summer,True,1.4,None,False
2022-06-22,2022,Q2,6,June,25,22,Wednesday,2,False,Summer,True,1.4,None,False
2022-06-23,2022,Q2,6,June,25,23,Thursday,3,False,Summer,True,1.4,None,False
2022-06-24,2022,Q2,6,June,25,24,Friday,4,False,Summer,True,1.4,None,False
2022-06-25,2022,Q2,6,June,25,25,Saturday,5,True,Summer,True,1.4,None,False
2022-06-26,2022,Q2,6,June,25,26,Sunday,6,True,Summer,True,1.4,None,False
2022-06-27,2022,Q2,6,June,26,27,Monday,0,False,Summer,True,1.4,None,False
2022-06-28,2022,Q2,6,June,26,28,Tuesday,1,False,Summer,True,1.4,None,False
2022-06-29,2022,Q2,6,June,26,29,Wednesday,2,False,Summer,True,1.4,None,False
2022-06-30,2022,Q2,6,June,26,30,Thursday,3,False,Summer,True,1.4,None,False
2022-07-01,2022,Q3,7,July,26,1,Friday,4,False,Summer,False,1.2,None,False
2022-07-02,2022,Q3,7,July,26,2,Saturday,5,True,Summer,False,1.2,None,False
2022-07-03,2022,Q3,7,July,26,3,Sunday,6,True,Summer,False,1.2,None,False
2022-07-04,2022,Q3,7,July,27,4,Monday,0,False,Summer,False,1.2,None,False
2022-07-05,2022,Q3,7,July,27,5,Tuesday,1,False,Summer,False,1.2,None,False
2022-07-06,2022,Q3,7,July,27,6,Wednesday,2,False,Summer,False,1.2,None,False
2022-07-07,2022,Q3,7,July,27,7,Thursday,3,False,Summer,False,1.2,None,False
2022-07-08,2022,Q3,7,July,27,8,Friday,4,False,Summer,False,1.2,None,False
2022-07-09,2022,Q3,7,July,27,9,Saturday,5,True,Summer,False,1.2,None,False
2022-07-10,2022,Q3,7,July,27,10,Sunday,6,True,Summer,False,1.2,None,False
2022-07-11,2022,Q3,7,July,28,11,Monday,0,False,Summer,False,1.2,None,False
2022-07-12,2022,Q3,7,July,28,12,Tuesday,1,False,Summer,False,1.2,None,False
2022-07-13,2022,Q3,7,July,28,13,Wednesday,2,False,Summer,False,1.2,None,False
2022-07-14,2022,Q3,7,July,28,14,Thursday,3,False,Summer,False,1.2,None,False
2022-07-15,2022,Q3,7,July,28,15,Friday,4,False,Summer,False,1.2,None,False
2022-07-16,2022,Q3,7,July,28,16,Saturday,5,True,Summer,False,1.2,None,False
2022-07-17,2022,Q3,7,July,28,17,Sunday,6,True,Summer,False,1.2,None,False
2022-07-18,2022,Q3,7,July,29,18,Monday,0,False,Summer,False,1.2,None,False
2022-07-19,2022,Q3,7,July,29,19,Tuesday,1,False,Summer,False,1.2,None,False
2022-07-20,2022,Q3,7,July,29,20,Wednesday,2,False,Summer,False,1.2,None,False
2022-07-21,2022,Q3,7,July,29,21,Thursday,3,False,Summer,False,1.2,None,False
2022-07-22,2022,Q3,7,July,29,22,Friday,4,False,Summer,False,1.2,None,False
2022-07-23,2022,Q3,7,July,29,23,Saturday,5,True,Summer,False,1.2,None,False
2022-07-24,2022,Q3,7,July,29,24,Sunday,6,True,Summer,False,1.2,None,False
2022-07-25,2022,Q3,7,July,30,25,Monday,0,False,Summer,False,1.2,None,False
2022-07-26,2022,Q3,7,July,30,26,Tuesday,1,False,Summer,False,1.2,None,False
2022-07-27,2022,Q3,7,July,30,27,Wednesday,2,False,Summer,False,1.2,None,False
2022-07-28,2022,Q3,7,July,30,28,Thursday,3,False,Summer,False,1.2,None,False
2022-07-29,2022,Q3,7,July,30,29,Friday,4,False,Summer,False,1.2,None,False
2022-07-30,2022,Q3,7,July,30,30,Saturday,5,True,Summer,False,1.2,None,False
2022-07-31,2022,Q3,7,July,30,31,Sunday,6,True,Summer,False,1.2,None,False
2022-08-01,2022,Q3,8,August,31,1,Monday,0,False,Summer,False,1.0,None,False
2022-08-02,2022,Q3,8,August,31,2,Tuesday,1,False,Summer,False,1.0,None,False
2022-08-03,2022,Q3,8,August,31,3,Wednesday,2,False,Summer,False,1.0,None,False
2022-08-04,2022,Q3,8,August,31,4,Thursday,3,False,Summer,False,1.0,None,False
2022-08-05,2022,Q3,8,August,31,5,Friday,4,False,Summer,False,1.0,None,False
2022-08-06,2022,Q3,8,August,31,6,Saturday,5,True,Summer,False,1.0,None,False
2022-08-07,2022,Q3,8,August,31,7,Sunday,6,True,Summer,False,1.0,None,False
2022-08-08,2022,Q3,8,August,32,8,Monday,0,False,Summer,False,1.0,None,False
2022-08-09,2022,Q3,8,August,32,9,Tuesday,1,False,Summer,False,1.0,None,False
2022-08-10,2022,Q3,8,August,32,10,Wednesday,2,False,Summer,False,1.0,None,False
2022-08-11,2022,Q3,8,August,32,11,Thursday,3,False,Summer,False,1.0,None,False
2022-08-12,2022,Q3,8,August,32,12,Friday,4,False,Summer,False,1.0,None,False
2022-08-13,2022,Q3,8,August,32,13,Saturday,5,True,Summer,False,1.0,None,False
2022-08-14,2022,Q3,8,August,32,14,Sunday,6,True,Summer,False,1.0,None,False
2022-08-15,2022,Q3,8,August,33,15,Monday,0,False,Summer,False,1.0,None,False
2022-08-16,2022,Q3,8,August,33,16,Tuesday,1,False,Summer,False,1.0,None,False
2022-08-17,2022,Q3,8,August,33,17,Wednesday,2,False,Summer,False,1.0,None,False
2022-08-18,2022,Q3,8,August,33,18,Thursday,3,False,Summer,False,1.0,None,False
2022-08-19,2022,Q3,8,August,33,19,Friday,4,False,Summer,False,1.0,None,False
2022-08-20,2022,Q3,8,August,33,20,Saturday,5,True,Summer,False,1.0,None,False
2022-08-21,2022,Q3,8,August,33,21,Sunday,6,True,Summer,False,1.0,None,False
2022-08-22,2022,Q3,8,August,34,22,Monday,0,False,Summer,False,1.0,None,False
2022-08-23,2022,Q3,8,August,34,23,Tuesday,1,False,Summer,False,1.0,None,False
2022-08-24,2022,Q3,8,August,34,24,Wednesday,2,False,Summer,False,1.0,None,False
2022-08-25,2022,Q3,8,August,34,25,Thursday,3,False,Summer,False,1.0,None,False
2022-08-26,2022,Q3,8,August,34,26,Friday,4,False,Summer,False,1.0,None,False
2022-08-27,2022,Q3,8,August,34,27,Saturday,5,True,Summer,False,1.0,None,False
2022-08-28,2022,Q3,8,August,34,28,Sunday,6,True,Summer,False,1.0,None,False
2022-08-29,2022,Q3,8,August,35,29,Monday,0,False,Summer,False,1.0,None,False
2022-08-30,2022,Q3,8,August,35,30,Tuesday,1,False,Summer,False,1.0,None,False
2022-08-31,2022,Q3,8,August,35,31,Wednesday,2,False,Summer,False,1.0,None,False
2022-09-01,2022,Q3,9,September,35,1,Thursday,3,False,Fall,False,1.05,Labor Day,True
2022-09-02,2022,Q3,9,September,35,2,Friday,4,False,Fall,False,1.05,Labor Day,True
2022-09-03,2022,Q3,9,September,35,3,Saturday,5,True,Fall,False,1.05,Labor Day,True
2022-09-04,2022,Q3,9,September,35,4,Sunday,6,True,Fall,False,1.05,Labor Day,True
2022-09-05,2022,Q3,9,September,36,5,Monday,0,False,Fall,False,1.05,Labor Day,True
2022-09-06,2022,Q3,9,September,36,6,Tuesday,1,False,Fall,False,1.05,Labor Day,True
2022-09-07,2022,Q3,9,September,36,7,Wednesday,2,False,Fall,False,1.05,Labor Day,True
2022-09-08,2022,Q3,9,September,36,8,Thursday,3,False,Fall,False,1.05,None,False
2022-09-09,2022,Q3,9,September,36,9,Friday,4,False,Fall,False,1.05,None,False
2022-09-10,2022,Q3,9,September,36,10,Saturday,5,True,Fall,False,1.05,None,False
2022-09-11,2022,Q3,9,September,36,11,Sunday,6,True,Fall,False,1.05,None,False
2022-09-12,2022,Q3,9,September,37,12,Monday,0,False,Fall,False,1.05,None,False
2022-09-13,2022,Q3,9,September,37,13,Tuesday,1,False,Fall,False,1.05,None,False
2022-09-14,2022,Q3,9,September,37,14,Wednesday,2,False,Fall,False,1.05,None,False
2022-09-15,2022,Q3,9,September,37,15,Thursday,3,False,Fall,False,1.05,None,False
2022-09-16,2022,Q3,9,September,37,16,Friday,4,False,Fall,False,1.05,None,False
2022-09-17,2022,Q3,9,September,37,17,Saturday,5,True,Fall,False,1.05,None,False
2022-09-18,2022,Q3,9,September,37,18,Sunday,6,True,Fall,False,1.05,None,False
2022-09-19,2022,Q3,9,September,38,19,Monday,0,False,Fall,False,1.05,None,False
2022-09-20,2022,Q3,9,September,38,20,Tuesday,1,False,Fall,False,1.05,None,False
2022-09-21,2022,Q3,9,September,38,21,Wednesday,2,False,Fall,False,1.05,None,False
2022-09-22,2022,Q3,9,September,38,22,Thursday,3,False,Fall,False,1.05,None,False
2022-09-23,2022,Q3,9,September,38,23,Friday,4,False,Fall,False,1.05,None,False
2022-09-24,2022,Q3,9,September,38,24,Saturday,5,True,Fall,False,1.05,None,False
2022-09-25,2022,Q3,9,September,38,25,Sunday,6,True,Fall,False,1.05,None,False
2022-09-26,2022,Q3,9,September,39,26,Monday,0,False,Fall,False,1.05,None,False
2022-09-27,2022,Q3,9,September,39,27,Tuesday,1,False,Fall,False,1.05,None,False
2022-09-28,2022,Q3,9,September,39,28,Wednesday,2,False,Fall,False,1.05,None,False
2022-09-29,2022,Q3,9,September,39,29,Thursday,3,False,Fall,False,1.05,None,False
2022-09-30,2022,Q3,9,September,39,30,Friday,4,False,Fall,False,1.05,None,False
2022-10-01,2022,Q4,10,October,39,1,Saturday,5,True,Fall,False,0.85,None,False
2022-10-02,2022,Q4,10,October,39,2,Sunday,6,True,Fall,False,0.85,None,False
2022-10-03,2022,Q4,10,October,40,3,Monday,0,False,Fall,False,0.85,None,False
2022-10-04,2022,Q4,10,October,40,4,Tuesday,1,False,Fall,False,0.85,None,False
2022-10-05,2022,Q4,10,October,40,5,Wednesday,2,False,Fall,False,0.85,None,False
2022-10-06,2022,Q4,10,October,40,6,Thursday,3,False,Fall,False,0.85,None,False
2022-10-07,2022,Q4,10,October,40,7,Friday,4,False,Fall,False,0.85,None,False
2022-10-08,2022,Q4,10,October,40,8,Saturday,5,True,Fall,False,0.85,None,False
2022-10-09,2022,Q4,10,October,40,9,Sunday,6,True,Fall,False,0.85,None,False
2022-10-10,2022,Q4,10,October,41,10,Monday,0,False,Fall,False,0.85,None,False
2022-10-11,2022,Q4,10,October,41,11,Tuesday,1,False,Fall,False,0.85,None,False
2022-10-12,2022,Q4,10,October,41,12,Wednesday,2,False,Fall,False,0.85,None,False
2022-10-13,2022,Q4,10,October,41,13,Thursday,3,False,Fall,False,0.85,None,False
2022-10-14,2022,Q4,10,October,41,14,Friday,4,False,Fall,False,0.85,None,False
2022-10-15,2022,Q4,10,October,41,15,Saturday,5,True,Fall,False,0.85,None,False
2022-10-16,2022,Q4,10,October,41,16,Sunday,6,True,Fall,False,0.85,None,False
2022-10-17,2022,Q4,10,October,42,17,Monday,0,False,Fall,False,0.85,None,False
2022-10-18,2022,Q4,10,October,42,18,Tuesday,1,False,Fall,False,0.85,None,False
2022-10-19,2022,Q4,10,October,42,19,Wednesday,2,False,Fall,False,0.85,None,False
2022-10-20,2022,Q4,10,October,42,20,Thursday,3,False,Fall,False,0.85,None,False
2022-10-21,2022,Q4,10,October,42,21,Friday,4,False,Fall,False,0.85,None,False
2022-10-22,2022,Q4,10,October,42,22,Saturday,5,True,Fall,False,0.85,None,False
2022-10-23,2022,Q4,10,October,42,23,Sunday,6,True,Fall,False,0.85,None,False
2022-10-24,2022,Q4,10,October,43,24,Monday,0,False,Fall,False,0.85,None,False
2022-10-25,2022,Q4,10,October,43,25,Tuesday,1,False,Fall,False,0.85,None,False
2022-10-26,2022,Q4,10,October,43,26,Wednesday,2,False,Fall,False,0.85,None,False
2022-10-27,2022,Q4,10,October,43,27,Thursday,3,False,Fall,False,0.85,None,False
2022-10-28,2022,Q4,10,October,43,28,Friday,4,False,Fall,False,0.85,None,False
2022-10-29,2022,Q4,10,October,43,29,Saturday,5,True,Fall,False,0.85,None,False
2022-10-30,2022,Q4,10,October,43,30,Sunday,6,True,Fall,False,0.85,None,False
2022-10-31,2022,Q4,10,October,44,31,Monday,0,False,Fall,False,0.85,None,False
2022-11-01,2022,Q4,11,November,44,1,Tuesday,1,False,Winter,False,0.75,None,False
