month_start,sales_channel,order_count,customer_count,booked_revenue,order_lines,requested_units,fulfilled_units,backordered_units,fulfilled_revenue,booked_gross_profit,fulfilled_gross_profit,service_level,backorder_rate,booked_gross_margin_pct,fulfilled_gross_margin_pct
2022-10-01,Dealer,344,35,9232985.03,1388,3012,1975,1037,5991357.42,617834.98,403393.3,0.6557104913678619,0.34428950863213814,0.06691605997329339,0.06732919966574119
2022-11-01,DTC,267,1,1431396.0,288,304,226,78,1052774.0,612903.47,451224.16,0.743421052631579,0.2565789473684211,0.4281858199967025,0.4286049617486754
2022-11-01,Dealer,378,35,9959408.69,1499,3263,2435,828,7375395.6,611739.48,441083.12,0.7462457860864236,0.25375421391357644,0.06142327311201043,0.059804672714776144
2022-12-01,DTC,215,1,1153560.0,227,240,156,84,762544.0,489131.95999999996,319623.66,0.65,0.35,0.4240195221748327,0.41915438322247633
2022-12-01,Dealer,294,35,8024438.99,1182,2624,1591,1033,4933540.45,487224.82,273163.53,0.6063262195121951,0.3936737804878049,0.060717617843088614,0.055368661262319235
2023-01-01,DTC,192,1,1047581.0,204,219,173,46,825227.0,447458.88,352329.75,0.7899543378995434,0.2100456621004566,0.42713535277940323,0.4269488880029374
2023-01-01,Dealer,270,35,6740454.9799999995,1042,2250,1867,383,5579169.51,453017.23,376410.09,0.8297777777777777,0.17022222222222222,0.06720870198587099,0.06746704672179786
2023-02-01,DTC,206,1,1096968.0,222,232,193,39,911907.0,468494.95,388734.92,0.8318965517241379,0.16810344827586207,0.42708169244681704,0.4262878999722559
2023-02-01,Dealer,278,35,7686262.2,1119,2500,2039,461,6276897.0200000005,448014.55,354537.32,0.8156,0.1844,0.058287700619945024,0.05648289574774639
2023-03-01,DTC,307,1,1662354.0,333,346,232,114,1112968.0,706579.97,471326.32,0.6705202312138728,0.32947976878612717,0.42504783577986394,0.42348595826654495
2023-03-01,Dealer,464,35,12402600.77,1869,4065,2727,1338,8329675.91,823566.74,536659.63,0.6708487084870849,0.3291512915129151,0.06640274530097609,0.0644274322072634
2023-04-01,DTC,420,1,2266532.0,448,468,257,211,1269043.0,961439.58,531964.44,0.5491452991452992,0.45085470085470086,0.424189722448216,0.419185512232446
2023-04-01,Dealer,552,35,14541235.8,2192,4749,2650,2099,8182124.32,901005.54,471259.25,0.5580122130974942,0.4419877869025058,0.061962102285694313,0.05759619770724774
2023-05-01,DTC,472,1,2537664.0,510,536,264,272,1256236.0,1085432.68,533509.1,0.4925373134328358,0.5074626865671642,0.42772907682025674,0.42468859354452504
2023-05-01,Dealer,672,35,18549854.49,2680,6124,3288,2836,9981223.97,1145125.78,588518.22,0.5369039843239712,0.46309601567602876,0.06173233221949657,0.058962530223635484
2023-06-01,DTC,441,1,2433895.0,477,505,273,232,1300627.0,1033862.24,552051.21,0.5405940594059406,0.4594059405940594,0.42477684534460197,0.42445006139346636
2023-06-01,Dealer,629,35,16414724.78,2473,5368,2980,2388,9069650.76,1068949.21,591640.02,0.5551415797317437,0.44485842026825634,0.06512136050568616,0.06523294398603724
2023-07-01,DTC,407,1,2115850.0,431,450,254,196,1165846.0,907237.82,500719.5,0.5644444444444444,0.43555555555555553,0.428781728383392,0.42949025857617557
2023-07-01,Dealer,538,35,14395070.73,2128,4759,2677,2082,8153623.5,901256.28,475360.58,0.5625131330111368,0.4374868669888632,0.06260867326769988,0.05830053104610484
2023-08-01,DTC,353,1,1871806.0,376,394,233,161,1101367.0,798755.73,468023.56,0.5913705583756346,0.4086294416243655,0.4267299762902779,0.42494786932966033
2023-08-01,Dealer,502,35,13861572.11,2044,4529,2614,1915,8015517.54,874373.98,470606.07,0.5771693530580703,0.4228306469419298,0.06307899082884041,0.058711875764917855
2023-09-01,DTC,298,1,1626857.0,321,343,236,107,1124464.0,694101.74,478169.38,0.6880466472303207,0.3119533527696793,0.4266519675669097,0.4252420531026338
2023-09-01,Dealer,413,35,11017051.28,1623,3627,2464,1163,7489044.16,693257.88,443039.60000000003,0.6793493245106148,0.32065067548938514,0.06292590116726769,0.059158363942669025
2023-10-01,DTC,267,1,1477591.0,293,309,215,94,1032185.0,629591.82,437514.68,0.6957928802588996,0.3042071197411003,0.4260934318089376,0.42387234846466476
2023-10-01,Dealer,362,35,9593828.71,1440,3164,2097,1067,6389381.42,611955.36,394942.59,0.6627686472819216,0.33723135271807836,0.06378635459294123,0.061812335817635386
2023-11-01,DTC,273,1,1514586.0,300,314,218,96,1051082.0,644504.04,445485.58999999997,0.6942675159235668,0.3057324840764331,0.42553149177398975,0.42383523835438147
2023-11-01,Dealer,388,35,10472354.53,1584,3432,2384,1048,7212312.05,701066.58,475601.95,0.6946386946386947,0.30536130536130535,0.0669445040264503,0.0659430632927204
2023-12-01,DTC,216,1,1190054.0,236,246,187,59,902213.0,503633.70999999996,380216.19,0.7601626016260162,0.23983739837398374,0.42320240089945493,0.42142619314951124
2023-12-01,Dealer,288,35,7987768.72,1199,2586,1760,826,5445555.86,476068.52,298620.52,0.6805877803557618,0.3194122196442382,0.05959968755830477,0.05483747255142472
2024-01-01,DTC,190,1,968598.0,198,202,168,34,811332.0,412122.44,343907.32,0.8316831683168316,0.16831683168316833,0.42548347198734665,0.4238798913391805
2024-01-01,Dealer,279,35,7697772.24,1131,2496,1944,552,6039085.32,478842.8,363530.93,0.7788461538461539,0.22115384615384615,0.06220537384982437,0.06019635602697529
2024-02-01,DTC,217,1,1174957.0,233,243,179,64,858721.0,499358.91,365137.38,0.7366255144032922,0.26337448559670784,0.42500185964252307,0.42521072618463973
2024-02-01,Dealer,298,35,8088546.31,1189,2622,1905,717,5867534.81,475274.62,338824.91000000003,0.7265446224256293,0.2734553775743707,0.05875896629440204,0.0577457008729702
2024-03-01,DTC,322,1,1781033.0,349,367,280,87,1348220.0,755225.34,570739.64,0.7629427792915532,0.23705722070844687,0.424037814010184,0.42332826986693567
2024-03-01,Dealer,428,35,11832353.15,1715,3900,2788,1112,8390646.07,759654.8200000001,545326.52,0.7148717948717949,0.28512820512820514,0.06420149993579258,0.06499219672127107
2024-04-01,DTC,409,1,2215936.0,444,464,264,200,1272236.0,945154.6,538712.61,0.5689655172413793,0.43103448275862066,0.42652612710836413,0.4234376405006618
2024-04-01,Dealer,592,35,15877932.36,2367,5179,2974,2205,9214999.86,982856.35,514467.66000000003,0.5742421316856536,0.4257578683143464,0.06190077698504568,0.055829372524808706
2024-05-01,DTC,465,1,2417692.0,488,508,278,230,1317822.0,1031088.19,559357.9299999999,0.547244094488189,0.452755905511811,0.426476238495226,0.4244563605706992
2024-05-01,Dealer,644,35,17613028.19,2629,5774,2963,2811,8928053.06,1121768.54,554504.68,0.5131624523727052,0.48683754762729475,0.06368970332068719,0.062108129989093055
2024-06-01,DTC,467,1,2506771.0,504,529,298,231,1405602.0,1070551.8499999999,598975.0499999999,0.5633270321361059,0.43667296786389415,0.42706407964668486,0.4261341759616164
2024-06-01,Dealer,578,35,15779020.38,2326,5188,3145,2043,9562160.41,951844.4500000001,554268.92,0.606206630686199,0.3937933693138011,0.06032341850616204,0.057964821361954126
2024-07-01,DTC,409,1,2214734.0,440,466,266,200,1278834.0,944216.4199999999,541456.53,0.5708154506437768,0.4291845493562232,0.42633400670238497,0.4233986037280836
2024-07-01,Dealer,578,35,15693805.57,2292,5148,2598,2550,8010054.87,1036305.73,485311.14,0.5046620046620046,0.49533799533799533,0.06603278761022652,0.060587742265990244
2024-08-01,DTC,360,1,2001989.0,394,411,282,129,1388218.0,847299.65,583955.6799999999,0.6861313868613139,0.31386861313868614,0.42322892383524585,0.42065128099477167
2024-08-01,Dealer,482,35,13520793.959999999,1982,4439,2727,1712,8263214.9,878955.9,513806.77,0.6143275512502816,0.3856724487497184,0.0650077134967302,0.06218000817091179
2024-09-01,DTC,315,1,1709544.0,340,356,235,121,1119065.0,727307.73,474411.92,0.6601123595505618,0.3398876404494382,0.425439608456992,0.42393598227091367
2024-09-01,Dealer,429,35,11432596.6,1693,3775,2414,1361,7258681.11,743465.58,455472.4,0.6394701986754967,0.3605298013245033,0.0650303344036472,0.06274864442970411
2024-10-01,DTC,262,1,1390407.0,282,293,201,92,948099.0,592105.62,402932.39999999997,0.6860068259385665,0.31399317406143346,0.4258505746878432,0.42498979536947085
2024-10-01,Dealer,377,35,10051043.25,1497,3328,2408,920,7351101.28,640407.55,443162.33,0.7235576923076923,0.2764423076923077,0.06371553022617826,0.06028516179007127
2024-11-01,DTC,272,1,1460794.0,295,306,217,89,1028383.0,622809.11,437342.58999999997,0.7091503267973857,0.2908496732026144,0.4263497180300576,0.42527209220689177
2024-11-01,Dealer,371,35,10165064.74,1521,3315,2299,1016,7067825.67,632595.98,419099.43,0.6935143288084464,0.30648567119155357,0.062232361148739715,0.059296797850986044
2024-12-01,DTC,214,1,1129062.0,228,238,174,64,823626.0,482411.38999999996,351639.14,0.7310924369747899,0.2689075630252101,0.4272674042700932,0.426940310286465
2024-12-01,Dealer,297,34,7730253.32,1178,2570,1733,837,5145969.65,537934.28,355773.76,0.67431906614786,0.3256809338521401,0.06958818265479559,0.0691363890962707
2025-01-01,DTC,193,1,1005489.0,202,211,177,34,847723.0,429695.25,361220.11,0.8388625592417062,0.16113744075829384,0.4273495284384016,0.4261062988735707
2025-01-01,Dealer,270,35,7229054.2,1098,2385,1970,415,5994302.79,470439.73,381508.64,0.8259958071278826,0.1740041928721174,0.06507624884040847,0.06364520668466266
2025-02-01,DTC,203,1,1094470.0,221,230,195,35,929305.0,466964.01999999996,395407.27999999997,0.8478260869565217,0.15217391304347827,0.42665766992242815,0.4254870898144312
2025-02-01,Dealer,283,35,7356044.7,1128,2396,1970,426,6016910.46,449554.41000000003,367715.68,0.82220367278798,0.17779632721202004,0.06111360497850156,0.06111370319444641
2025-03-01,DTC,315,1,1678045.0,337,355,241,114,1129259.0,715417.59,479863.89,0.6788732394366197,0.3211267605633803,0.42633993128908937,0.4249369630881844
2025-03-01,Dealer,409,35,11018857.04,1639,3643,2376,1267,7171718.26,721968.8200000001,446282.33,0.6522097172659895,0.3477902827340104,0.06552120763334635,0.062228090092317716
2025-04-01,DTC,401,1,2155950.0,434,450,265,185,1286435.0,917909.87,543403.36,0.5888888888888889,0.4111111111111111,0.42575656671073075,0.4224102733523264
2025-04-01,Dealer,593,35,16185041.99,2428,5374,3224,2150,9776061.790000001,1051811.49,602142.12,0.5999255675474506,0.4000744324525493,0.06498663955582361,0.06159352640507399
2025-05-01,DTC,472,1,2512967.0,511,533,263,270,1220937.0,1075740.89,522195.91,0.49343339587242024,0.5065666041275797,0.428076011344359,0.42770094607666076
2025-05-01,Dealer,647,35,17491376.96,2574,5691,3000,2691,9154358.36,1061399.28,531757.64,0.5271481286241434,0.4728518713758566,0.06068128783841612,0.0580879204296302
2025-06-01,DTC,448,1,2428289.0,482,511,302,209,1416898.0,1036662.6699999999,604624.95,0.5909980430528375,0.4090019569471624,0.42691074662035694,0.4267244007684392
2025-06-01,Dealer,609,35,15675913.11,2372,5147,2842,2305,8519753.17,929107.72,508291.96,0.5521663104721197,0.44783368952788033,0.059269767156804556,0.05966040915244027
2025-07-01,DTC,403,1,2197945.0,435,455,252,203,1261748.0,931428.23,525296.15,0.5538461538461539,0.4461538461538462,0.4237723100441549,0.4163241392100483
2025-07-01,Dealer,593,35,15680983.78,2359,5165,2950,2215,9025266.18,1003275.41,520202.34,0.5711519845111326,0.42884801548886736,0.06398038694993154,0.05763844850944884
2025-08-01,DTC,359,1,1919287.0,393,413,253,160,1175247.0,825154.36,502924.31,0.612590799031477,0.387409200968523,0.429927551220844,0.4279307328587097
2025-08-01,Dealer,464,35,12337001.13,1847,4048,2438,1610,7412984.29,729137.36,410466.58,0.6022727272727273,0.3977272727272727,0.059101669223888605,0.05537130040241863
2025-09-01,DTC,307,1,1669654.0,333,346,235,111,1124965.0,708556.22,475590.02999999997,0.6791907514450867,0.3208092485549133,0.42437308568122495,0.4227598458618712
2025-09-01,Dealer,436,35,11651791.11,1703,3824,2545,1279,7760631.34,744834.61,483253.73,0.6655334728033473,0.3344665271966527,0.06392447332502857,0.06226989903633278
2025-10-01,DTC,259,1,1432199.0,289,301,198,103,956202.0,610799.09,404505.19,0.6578073089700996,0.34219269102990035,0.42647641144840903,0.42303319800627903
2025-10-01,Dealer,368,35,9942631.85,1500,3338,2251,1087,6779221.79,684985.27,432906.36,0.6743559017375674,0.32564409826243257,0.06889375774282541,0.0638578251914664
2025-11-01,DTC,285,1,1496081.0,310,319,213,106,987787.0,640402.83,422285.73,0.6677115987460815,0.3322884012539185,0.4280535813234711,0.4275068714206605
2025-11-01,Dealer,361,35,9986800.87,1487,3263,2183,1080,6620643.17,631227.72,424639.68,0.669016242721422,0.330983757278578,0.06320619868332271,0.06413873533075488
2025-12-01,DTC,209,1,1139266.0,223,234,175,59,853725.0,482555.95999999996,359841.47,0.7478632478632479,0.25213675213675213,0.4235674197246297,0.4214957626870479
2025-12-01,Dealer,299,35,7891050.41,1165,2578,1922,656,5873289.43,515246.54000000004,364820.02,0.7455391776570985,0.25446082234290146,0.06529505113122196,0.062115110169191856
