snapshot_date,product_id,on_hand,allocated,available
2022-01-03,1054,40,0,40
2022-01-03,1055,40,0,40
2022-01-03,1056,40,0,40
2022-01-03,1057,40,0,40
2022-01-03,1058,40,0,40
2022-01-03,1059,40,0,40
2022-01-03,1060,40,0,40
2022-01-03,1061,40,0,40
2022-01-03,1062,40,0,40
2022-01-03,1063,40,0,40
2022-01-03,1064,35,0,35
2022-01-03,1065,40,0,40
2022-01-03,1066,40,0,40
2022-01-03,1067,40,0,40
2022-01-03,1068,40,0,40
2022-01-03,1069,40,0,40
2022-01-03,1070,39,0,39
2022-01-03,1071,38,0,38
2022-01-03,1072,40,0,40
2022-01-03,1073,39,0,39
2022-01-03,1074,40,0,40
2022-01-03,1075,40,0,40
2022-01-03,1076,39,0,39
2022-01-03,1077,40,0,40
2022-01-03,1078,34,0,34
2022-01-03,1079,40,0,40
2022-01-03,1080,36,0,36
2022-01-03,1081,38,0,38
2022-01-03,1082,40,0,40
2022-01-03,1083,40,0,40
2022-01-03,1084,37,0,37
2022-01-03,1085,40,0,40
2022-01-03,1086,40,0,40
2022-01-03,1087,38,0,38
2022-01-03,1088,40,0,40
2022-01-03,1089,40,0,40
2022-01-03,1090,35,0,35
2022-01-03,1091,40,0,40
2022-01-03,1092,40,0,40
2022-01-03,1093,40,0,40
2022-01-03,1094,36,0,36
2022-01-03,1095,40,0,40
2022-01-03,1096,40,0,40
2022-01-03,1097,40,0,40
2022-01-03,1098,40,0,40
2022-01-03,1099,39,0,39
2022-01-03,1100,40,0,40
2022-01-03,1101,40,0,40
2022-01-03,1102,38,0,38
2022-01-03,1103,39,0,39
2022-01-03,1104,40,0,40
2022-01-03,1105,37,0,37
2022-01-03,1106,32,0,32
2022-01-03,1107,40,0,40
2022-01-03,1108,38,0,38
2022-01-03,1109,39,0,39
2022-01-03,1110,40,0,40
2022-01-03,1111,39,0,39
2022-01-03,1112,40,0,40
2022-01-03,1113,35,0,35
2022-01-03,1114,35,0,35
2022-01-03,1115,39,0,39
2022-01-03,1116,38,0,38
2022-01-03,1117,40,0,40
2022-01-03,1118,40,0,40
2022-01-03,1119,39,0,39
2022-01-03,1120,40,0,40
2022-01-03,1121,35,0,35
2022-01-03,1122,40,0,40
2022-01-03,1123,40,0,40
2022-01-03,1124,40,0,40
2022-01-03,1125,40,0,40
2022-01-03,1126,40,0,40
2022-01-03,1127,38,0,38
2022-01-03,1128,40,0,40
2022-01-03,1129,40,0,40
2022-01-03,1130,40,0,40
2022-01-03,1131,39,0,39
2022-01-03,1132,40,0,40
2022-01-03,1133,35,0,35
2022-01-03,1134,36,0,36
2022-01-03,1135,39,0,39
2022-01-03,1136,40,0,40
2022-01-03,1137,38,0,38
2022-01-03,1138,40,0,40
2022-01-03,1139,38,0,38
2022-01-03,1140,38,0,38
2022-01-03,1141,40,0,40
2022-01-03,1142,40,0,40
2022-01-03,1143,39,0,39
2022-01-03,1144,37,0,37
2022-01-03,1145,40,0,40
2022-01-03,1146,38,0,38
2022-01-03,1147,40,0,40
2022-01-03,1148,40,0,40
2022-01-03,1149,40,0,40
2022-01-03,1150,40,0,40
2022-01-03,1151,40,0,40
2022-01-03,1152,40,0,40
2022-01-03,1153,40,0,40
2022-01-03,1154,40,0,40
2022-01-03,1155,40,0,40
2022-01-03,1156,40,0,40
2022-01-03,1157,40,0,40
2022-01-03,1158,40,0,40
2022-01-03,1159,40,0,40
2022-01-03,1160,40,0,40
2022-01-03,1161,40,0,40
2022-01-03,1162,40,0,40
2022-01-03,1163,40,0,40
2022-01-03,1164,40,0,40
2022-01-03,1165,40,0,40
2022-01-03,1166,40,0,40
2022-01-03,1167,38,0,38
2022-01-03,1168,39,0,39
2022-01-03,1169,40,0,40
2022-01-03,1170,38,0,38
2022-01-03,1171,40,0,40
2022-01-03,1172,40,0,40
2022-01-03,1173,40,0,40
2022-01-03,1174,40,0,40
2022-01-03,1175,40,0,40
2022-01-03,1176,40,0,40
2022-01-03,1177,40,0,40
2022-01-03,1178,40,0,40
2022-01-03,1179,40,0,40
2022-01-03,1180,40,0,40
2022-01-03,1181,40,0,40
2022-01-03,1182,40,0,40
2022-01-03,1183,40,0,40
2022-01-03,1184,40,0,40
2022-01-03,1185,40,0,40
2022-01-03,1186,40,0,40
2022-01-03,1187,40,0,40
2022-01-03,1188,37,0,37
2022-01-03,1189,40,0,40
2022-01-03,1190,40,0,40
2022-01-03,1191,40,0,40
2022-01-03,1192,40,0,40
2022-01-03,1193,40,0,40
2022-01-03,1194,40,0,40
2022-01-03,1195,40,0,40
2022-01-03,1196,40,0,40
2022-01-03,1197,40,0,40
2022-01-03,1198,40,0,40
2022-01-03,1199,40,0,40
2022-01-03,1200,40,0,40
2022-01-03,1201,40,0,40
2022-01-03,1202,40,0,40
2022-01-03,1203,40,0,40
2022-01-03,1204,40,0,40
2022-01-03,1205,40,0,40
2022-01-03,1206,40,0,40
2022-01-03,1207,39,0,39
2022-01-03,1208,40,0,40
2022-01-03,1209,40,0,40
2022-01-03,1210,39,0,39
2022-01-04,1001,40,0,40
2022-01-04,1002,40,0,40
2022-01-04,1003,40,0,40
2022-01-04,1004,40,0,40
2022-01-04,1005,40,0,40
2022-01-04,1006,40,0,40
2022-01-04,1007,40,0,40
2022-01-04,1008,40,0,40
2022-01-04,1009,36,0,36
2022-01-04,1010,40,0,40
2022-01-04,1011,38,0,38
2022-01-04,1012,38,0,38
2022-01-04,1013,24,0,24
2022-01-04,1014,38,0,38
2022-01-04,1015,32,0,32
2022-01-04,1016,28,0,28
2022-01-04,1017,37,0,37
2022-01-04,1018,39,0,39
2022-01-04,1019,40,0,40
2022-01-04,1020,38,0,38
2022-01-04,1021,38,0,38
2022-01-04,1022,36,0,36
2022-01-04,1023,40,0,40
2022-01-04,1024,37,0,37
2022-01-04,1025,40,0,40
2022-01-04,1026,40,0,40
2022-01-04,1027,37,0,37
2022-01-04,1028,40,0,40
2022-01-04,1029,40,0,40
2022-01-04,1030,40,0,40
2022-01-04,1031,40,0,40
2022-01-04,1032,40,0,40
2022-01-04,1033,40,0,40
2022-01-04,1034,40,0,40
2022-01-04,1035,40,0,40
2022-01-04,1036,40,0,40
2022-01-04,1037,35,0,35
2022-01-04,1038,39,0,39
2022-01-04,1039,40,0,40
2022-01-04,1040,40,0,40
2022-01-04,1041,36,0,36
2022-01-04,1042,40,0,40
2022-01-04,1043,37,0,37
2022-01-04,1044,39,0,39
2022-01-04,1045,38,0,38
2022-01-04,1046,39,0,39
2022-01-04,1047,35,0,35
2022-01-04,1048,40,0,40
2022-01-04,1049,35,0,35
2022-01-04,1050,35,0,35
2022-01-04,1051,38,0,38
2022-01-04,1052,40,0,40
2022-01-04,1053,38,0,38
2022-01-04,1054,40,0,40
2022-01-04,1055,40,0,40
2022-01-04,1056,40,0,40
2022-01-04,1057,40,0,40
2022-01-04,1058,40,0,40
2022-01-04,1059,40,0,40
2022-01-04,1060,40,0,40
2022-01-04,1061,35,0,35
2022-01-04,1062,40,0,40
2022-01-04,1063,40,0,40
2022-01-04,1064,35,0,35
2022-01-04,1065,40,0,40
2022-01-04,1066,40,0,40
2022-01-04,1067,40,0,40
2022-01-04,1068,40,0,40
2022-01-04,1069,38,0,38
2022-01-04,1070,34,0,34
2022-01-04,1071,37,0,37
2022-01-04,1072,40,0,40
2022-01-04,1073,36,0,36
2022-01-04,1074,38,0,38
2022-01-04,1075,37,0,37
2022-01-04,1076,39,0,39
2022-01-04,1077,40,0,40
2022-01-04,1078,34,0,34
2022-01-04,1079,39,0,39
2022-01-04,1080,36,0,36
2022-01-04,1081,37,0,37
2022-01-04,1082,39,0,39
2022-01-04,1083,32,0,32
2022-01-04,1084,37,0,37
2022-01-04,1085,40,0,40
2022-01-04,1086,40,0,40
2022-01-04,1087,38,0,38
2022-01-04,1088,40,0,40
2022-01-04,1089,38,0,38
2022-01-04,1090,34,0,34
2022-01-04,1091,40,0,40
2022-01-04,1092,40,0,40
2022-01-04,1093,40,0,40
2022-01-04,1094,36,0,36
2022-01-04,1095,40,0,40
2022-01-04,1096,40,0,40
2022-01-04,1097,40,0,40
2022-01-04,1098,40,0,40
2022-01-04,1099,39,0,39
2022-01-04,1100,40,0,40
2022-01-04,1101,40,0,40
2022-01-04,1102,38,0,38
2022-01-04,1103,38,0,38
2022-01-04,1104,40,0,40
2022-01-04,1105,36,0,36
2022-01-04,1106,26,0,26
2022-01-04,1107,40,0,40
2022-01-04,1108,37,0,37
2022-01-04,1109,37,0,37
2022-01-04,1110,40,0,40
2022-01-04,1111,39,0,39
2022-01-04,1112,40,0,40
2022-01-04,1113,34,0,34
2022-01-04,1114,35,0,35
2022-01-04,1115,39,0,39
2022-01-04,1116,38,0,38
2022-01-04,1117,40,0,40
2022-01-04,1118,39,0,39
2022-01-04,1119,39,0,39
2022-01-04,1120,34,0,34
2022-01-04,1121,35,0,35
2022-01-04,1122,40,0,40
2022-01-04,1123,40,0,40
2022-01-04,1124,40,0,40
2022-01-04,1125,40,0,40
2022-01-04,1126,40,0,40
2022-01-04,1127,38,0,38
2022-01-04,1128,35,0,35
2022-01-04,1129,40,0,40
2022-01-04,1130,40,0,40
2022-01-04,1131,38,0,38
2022-01-04,1132,40,0,40
2022-01-04,1133,34,0,34
2022-01-04,1134,31,0,31
2022-01-04,1135,37,0,37
2022-01-04,1136,36,0,36
2022-01-04,1137,38,0,38
2022-01-04,1138,39,0,39
2022-01-04,1139,38,0,38
2022-01-04,1140,38,0,38
2022-01-04,1141,40,0,40
2022-01-04,1142,34,0,34
2022-01-04,1143,39,0,39
2022-01-04,1144,34,0,34
2022-01-04,1145,40,0,40
2022-01-04,1146,38,0,38
2022-01-04,1147,38,0,38
2022-01-04,1148,38,0,38
2022-01-04,1149,40,0,40
2022-01-04,1150,39,0,39
2022-01-04,1151,40,0,40
2022-01-04,1152,40,0,40
2022-01-04,1153,40,0,40
2022-01-04,1154,40,0,40
2022-01-04,1155,40,0,40
2022-01-04,1156,40,0,40
2022-01-04,1157,40,0,40
2022-01-04,1158,40,0,40
2022-01-04,1159,40,0,40
2022-01-04,1160,40,0,40
2022-01-04,1161,40,0,40
2022-01-04,1162,40,0,40
2022-01-04,1163,40,0,40
2022-01-04,1164,40,0,40
2022-01-04,1165,40,0,40
2022-01-04,1166,40,0,40
2022-01-04,1167,36,0,36
2022-01-04,1168,39,0,39
2022-01-04,1169,40,0,40
2022-01-04,1170,37,0,37
2022-01-04,1171,37,0,37
2022-01-04,1172,40,0,40
2022-01-04,1173,40,0,40
2022-01-04,1174,40,0,40
2022-01-04,1175,40,0,40
2022-01-04,1176,40,0,40
2022-01-04,1177,40,0,40
2022-01-04,1178,40,0,40
2022-01-04,1179,40,0,40
2022-01-04,1180,40,0,40
2022-01-04,1181,40,0,40
2022-01-04,1182,40,0,40
2022-01-04,1183,40,0,40
2022-01-04,1184,40,0,40
2022-01-04,1185,40,0,40
2022-01-04,1186,40,0,40
2022-01-04,1187,40,0,40
2022-01-04,1188,37,0,37
2022-01-04,1189,40,0,40
2022-01-04,1190,40,0,40
2022-01-04,1191,40,0,40
2022-01-04,1192,40,0,40
2022-01-04,1193,40,0,40
2022-01-04,1194,40,0,40
2022-01-04,1195,40,0,40
2022-01-04,1196,40,0,40
2022-01-04,1197,40,0,40
2022-01-04,1198,40,0,40
2022-01-04,1199,40,0,40
2022-01-04,1200,40,0,40
2022-01-04,1201,40,0,40
2022-01-04,1202,40,0,40
2022-01-04,1203,40,0,40
2022-01-04,1204,40,0,40
2022-01-04,1205,40,0,40
2022-01-04,1206,40,0,40
2022-01-04,1207,39,0,39
2022-01-04,1208,40,0,40
2022-01-04,1209,40,0,40
2022-01-04,1210,39,0,39
2022-01-05,1001,40,0,40
2022-01-05,1002,40,0,40
2022-01-05,1003,40,0,40
2022-01-05,1004,40,0,40
2022-01-05,1005,40,0,40
2022-01-05,1006,40,0,40
2022-01-05,1007,40,0,40
2022-01-05,1008,40,0,40
2022-01-05,1009,36,0,36
2022-01-05,1010,39,0,39
2022-01-05,1011,38,0,38
2022-01-05,1012,38,0,38
2022-01-05,1013,24,0,24
2022-01-05,1014,37,0,37
2022-01-05,1015,32,0,32
2022-01-05,1016,25,0,25
2022-01-05,1017,37,0,37
2022-01-05,1018,39,0,39
2022-01-05,1019,40,0,40
2022-01-05,1020,38,0,38
2022-01-05,1021,38,0,38
2022-01-05,1022,36,0,36
2022-01-05,1023,39,0,39
2022-01-05,1024,37,0,37
2022-01-05,1025,40,0,40
2022-01-05,1026,40,0,40
2022-01-05,1027,37,0,37
2022-01-05,1028,40,0,40
2022-01-05,1029,40,0,40
2022-01-05,1030,40,0,40
2022-01-05,1031,40,0,40
2022-01-05,1032,40,0,40
